# Input,ChemicalName,ChemicalId,CasRN,GeneSymbol,GeneId,Organism,OrganismId,PubMedIds
13463-67-7,titanium dioxide,C009495,13463-67-7,9330159F19RIKL,292199,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,A,50518,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,A2ML1,144568,Mus musculus,10090,27760801
13463-67-7,titanium dioxide,C009495,13463-67-7,A4GALT,53947,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,AACS,65985,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AADACL2FM1,229333,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AADACL2FM2,433597,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AADACL3,126767,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AADACL4FM4,230890,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AAGAB,79719,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,AAMP,14,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AARD,441376,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AARS1,16,Mus musculus,10090,23557971|27760801
13463-67-7,titanium dioxide,C009495,13463-67-7,AARS2,57505,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AARSD1,80755,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AASDHPPT,60496,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,AASS,10157,Mus musculus,10090,27760801
13463-67-7,titanium dioxide,C009495,13463-67-7,AATF,26574,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AATK,9625,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,AB124611,382062,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABAT,18,Mus musculus,10090,29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCA1,19,Mus musculus,10090,23557971|27760801|29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCA13,154664,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCA14,67928,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCA17,381072,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCA2,20,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCA3,21,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCA4,24,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCA5,23461,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCA7,10347,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCA8A,217258,Mus musculus,10090,23557971|27760801
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCA9,10350,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCB1,5243,Homo sapiens,9606,33766574
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCB1,5243,Mytilus galloprovincialis,29158,25956639
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCB11,8647,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCB1A,18671,Mus musculus,10090,29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCB1B,18669,Mus musculus,10090,27760801|29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCB1B,18669,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCB4,5244,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCB6,10058,Mus musculus,10090,29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCB7,22,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCB9,23457,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCC1,4363,Homo sapiens,9606,33766574
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCC1,4363,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCC10,89845,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCC2,1244,Homo sapiens,9606,34973136
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCC3,8714,Mus musculus,10090,29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCC4,10257,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCC5,10057,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCC6,368,Mus musculus,10090,29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCC8,6833,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCC9,10060,Mus musculus,10090,29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCD1,215,Homo sapiens,9606,34973136
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCD2,225,Mus musculus,10090,29264374|31298478|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCF2,10061,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCG1,9619,Mus musculus,10090,23557971|27760801|29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCG2,9429,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCG4,64137,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABCG5,64240,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABHD10,55347,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABHD11,83451,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABHD12,26090,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABHD13,84945,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABHD15,116236,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABHD16A,7920,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABHD17A,81926,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABHD17B,51104,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABHD17C,58489,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABHD18,80167,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABHD2,11057,Mus musculus,10090,27760801|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABHD3,171586,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABHD5,51099,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABHD6,57406,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABHD8,79575,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABI1,10006,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABI2,10152,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABI3,51225,Mus musculus,10090,23557971|29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,ABL1,25,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABL2,27,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABLIM1,3983,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABLIM3,22885,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABR,29,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABRA,137735,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABRAXAS2,23172,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABT1,29777,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABTB1,80325,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABTB2,25841,Mus musculus,10090,31298478|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ABTB3,121551,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,ACAA1A,113868,Mus musculus,10090,29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,ACAA1B,235674,Mus musculus,10090,19464567|29264374|29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACAA2,10449,Mus musculus,10090,23557971|29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACACA,31,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,ACACB,32,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,ACAD8,27034,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACAD9,28976,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACADL,33,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACADM,34,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACADS,35,Mus musculus,10090,23557971|29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACADSB,36,Mus musculus,10090,29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,ACAN,176,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACAP2,23527,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACAP3,116983,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACAT1,38,Homo sapiens,9606,30910687
13463-67-7,titanium dioxide,C009495,13463-67-7,ACAT1,38,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACAT2,39,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACBD3,64746,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACBD4,79777,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,ACBD5,91452,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACE,1636,Mus musculus,10090,23557971|29264374|29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACE,1636,Rattus norvegicus,10116,26277626
13463-67-7,titanium dioxide,C009495,13463-67-7,ACE2,59272,Rattus norvegicus,10116,26277626
13463-67-7,titanium dioxide,C009495,13463-67-7,ACER1,125981,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACER2,340485,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACER2,340485,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,ACER3,55331,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACHE,43,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACHE,43,Rattus norvegicus,10116,34874108
13463-67-7,titanium dioxide,C009495,13463-67-7,ACIN1,22985,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACKR1,2532,Mus musculus,10090,23557971|29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,ACKR2,1238,Mus musculus,10090,23557971|29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACKR3,57007,Mus musculus,10090,29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,ACKR4,51554,Mus musculus,10090,27760801|29264374|29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,ACLY,47,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACN9,24596405,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACNAT2,209186,Mus musculus,10090,31298478
13463-67-7,titanium dioxide,C009495,13463-67-7,ACO1,48,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,ACO2,50,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACOD1,730249,Mus musculus,10090,23557971|27760801
13463-67-7,titanium dioxide,C009495,13463-67-7,ACOD1,730249,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,ACOT1,641371,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,ACOT1,641371,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,ACOT10,64833,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,ACOT12,134526,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACOT13,55856,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,ACOT3,171281,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,ACOT7,11332,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACOT9,23597,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACOX2,8309,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACOXL,55289,Mus musculus,10090,27760801
13463-67-7,titanium dioxide,C009495,13463-67-7,ACP1,52,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACP2,53,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACP5,54,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACP6,51205,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACP7,390928,Homo sapiens,9606,34973136
13463-67-7,titanium dioxide,C009495,13463-67-7,ACPL2,100194960,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACR,49,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,ACSBG2,81616,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACSBG3,78625,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACSF2,80221,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,ACSF3,197322,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACSL1,2180,Mus musculus,10090,17656681|23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,ACSL4,2182,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACSL6,23305,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACSM1,116285,Mus musculus,10090,23557971|29264374|29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,ACSM3,6296,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,ACSM5,54988,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,ACSS1,84532,Mus musculus,10090,27760801|29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,ACSS2,55902,Mus musculus,10090,23557971|29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACSS3,79611,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACTA1,58,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACTA2,59,Mus musculus,10090,23557971|27760801|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACTB,60,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACTC1,70,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACTG1,71,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACTG2,72,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,ACTL6A,86,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACTL6B,51412,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,ACTL7B,10880,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACTL9,284382,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACTN1,87,Homo sapiens,9606,30910687
13463-67-7,titanium dioxide,C009495,13463-67-7,ACTN1,87,Mus musculus,10090,27760801|29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACTN2,88,Mus musculus,10090,23557971|29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,ACTN3,89,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,ACTN4,81,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACTR1A,10121,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACTR1B,10120,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACTR2,10097,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACTR3,10096,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACTR3B,57180,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACTR5,79913,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACTR6,64431,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACTRT2,140625,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,ACTRT3,84517,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACVR1,90,Mus musculus,10090,29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,ACVR1C,130399,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,ACVR2A,92,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,ACVR2B,93,Danio rerio,7955,21513982
13463-67-7,titanium dioxide,C009495,13463-67-7,ACVR2B,93,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ACVRL1,94,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,ACYP2,98,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADA,100,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAD1,132612,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAD2,161931,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAM10,102,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAM11,4185,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAM15,8751,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAM19,8728,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAM19,8728,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAM2,2515,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAM22,53616,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAM23,8745,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAM28,10863,Mus musculus,10090,23557971|29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAM30,11085,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAM32,203102,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAM33,80332,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAM4,11498,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAM5,255926,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAM8,101,Mus musculus,10090,23557971|27760801
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAM9,8754,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAMDEC1,27299,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAMTS1,9510,Mus musculus,10090,23557971|29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAMTS10,81794,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAMTS12,81792,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAMTS14,140766,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAMTS15,170689,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAMTS17,170691,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAMTS18,170692,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAMTS19,171019,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAMTS2,9509,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAMTS20,80070,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAMTS3,9508,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAMTS4,9507,Mus musculus,10090,23557971|27760801|29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAMTS5,11096,Mus musculus,10090,23557971|27760801|29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAMTS7,11173,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAMTS8,11095,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAMTS9,56999,Mus musculus,10090,23557971|27760801
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAMTS9,56999,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAMTSL1,92949,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAMTSL2,9719,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAMTSL3,57188,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAMTSL4,54507,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAMTSL5,339366,Mus musculus,10090,27760801|29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAP1,11033,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAP2,55803,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAP2OS,105242792,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAR,103,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADARB2,105,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAT1,23536,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADAT3,113179,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,ADCK1,57143,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADCK2,90956,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADCK5,203054,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADCY1,107,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADCY10,55811,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,ADCY2,108,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADCY4,196883,Mus musculus,10090,29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,ADCY5,111,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADCY6,112,Mus musculus,10090,23557971|29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,ADCY7,113,Mus musculus,10090,29264374|29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADCY8,114,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADCYAP1,116,Mus musculus,10090,29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,ADCYAP1R1,117,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADD1,118,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADD2,119,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,ADD3,120,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADGRA1,84435,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADGRA2,25960,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADGRB1,575,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADGRB2,576,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADGRE1,2015,Mus musculus,10090,23557971|27760801|29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,ADGRE4,52614,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,ADGRE5,976,Mus musculus,10090,29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,ADGRF1,266977,Mus musculus,10090,29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,ADGRF2,435529,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADGRF3,165082,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,ADGRF5,221395,Mus musculus,10090,23557971|29264374|29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,ADGRG2,10149,Homo sapiens,9606,34973136
13463-67-7,titanium dioxide,C009495,13463-67-7,ADGRG2,10149,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADGRG6,57211,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADGRL1,22859,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADGRL2,23266,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,ADGRL2,23266,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,ADGRL3,23284,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,ADGRL4,64123,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,ADH1,11522,Mus musculus,10090,23131501|29950665
