# Input,ChemicalName,ChemicalId,CasRN,GeneSymbol,GeneId,Organism,OrganismId,PubMedIds
13463-67-7,titanium dioxide,C009495,13463-67-7,FGA,2243,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FGB,2244,Mus musculus,10090,23557971|27760801|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FGD1,2245,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FGD5,152273,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FGD6,55785,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FGF1,2246,Mus musculus,10090,17656681|23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,FGF10,2255,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FGF11,2256,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FGF12,2257,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FGF13,2258,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FGF15,14170,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FGF16,8823,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FGF17,8822,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FGF18,8817,Mus musculus,10090,29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,FGF2,2247,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FGF20,26281,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FGF21,26291,Mus musculus,10090,31298478
13463-67-7,titanium dioxide,C009495,13463-67-7,FGF22,27006,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FGF23,8074,Mus musculus,10090,29264374|29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FGF3,2248,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FGF4,2249,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FGF5,2250,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FGF7,2252,Homo sapiens,9606,34973136
13463-67-7,titanium dioxide,C009495,13463-67-7,FGF7,2252,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FGF8,2253,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FGF9,2254,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FGFBP1,9982,Mus musculus,10090,27760801
13463-67-7,titanium dioxide,C009495,13463-67-7,FGFBP3,143282,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FGFR1,2260,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FGFR2,2263,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FGFR3,2261,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FGFR4,2264,Mus musculus,10090,27760801|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FGFRL1,53834,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FGG,2266,Mus musculus,10090,23557971|27760801
13463-67-7,titanium dioxide,C009495,13463-67-7,FGG,2266,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,FGGY,55277,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FGL2,10875,Mus musculus,10090,23557971|29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,FGR,2268,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,FH1,14194,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FHAD1,114827,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FHDC1,85462,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FHIT,2272,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FHL1,2273,Mus musculus,10090,23557971|27760801|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FHL2,2274,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FHL3,2275,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FHL4,14202,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,FHOD1,29109,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FHOD3,80206,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FIBCD1,84929,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FIBIN,387758,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,FIBIN,387758,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,FICD,11153,Mus musculus,10090,31298478|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FIGLA,344018,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FIGN,55137,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FIGNL1,63979,Mus musculus,10090,17656681|23557971|29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,FILIP1L,11259,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FIP1L1,81608,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FITM2,128486,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FIZ1,84922,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FJX1,24147,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FKBP10,60681,Mus musculus,10090,27760801
13463-67-7,titanium dioxide,C009495,13463-67-7,FKBP11,51303,Mus musculus,10090,23557971|29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,FKBP14,55033,Mus musculus,10090,27760801
13463-67-7,titanium dioxide,C009495,13463-67-7,FKBP15,23307,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FKBP1A,2280,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FKBP1B,2281,Mus musculus,10090,23131501|27760801
13463-67-7,titanium dioxide,C009495,13463-67-7,FKBP2,2286,Mus musculus,10090,27760801|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FKBP4,2288,Homo sapiens,9606,30910687
13463-67-7,titanium dioxide,C009495,13463-67-7,FKBP4,2288,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FKBP5,2289,Danio rerio,7955,21513982
13463-67-7,titanium dioxide,C009495,13463-67-7,FKBP5,2289,Mus musculus,10090,19464567|27760801|29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FKBP5,2289,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,FKBP6,8468,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FKBP8,23770,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FKBP9,11328,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FKTN,2218,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FLCN,201163,Mus musculus,10090,17656681|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FLI1,2313,Mus musculus,10090,23557971|29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FLII,2314,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,FLNA,2316,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FLNB,2317,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FLNC,2318,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FLOT1,10211,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FLRT2,23768,Homo sapiens,9606,19695317
13463-67-7,titanium dioxide,C009495,13463-67-7,FLRT2,23768,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FLRT2,23768,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,FLRT3,23767,Homo sapiens,9606,19695317
13463-67-7,titanium dioxide,C009495,13463-67-7,FLRT3,23767,Mus musculus,10090,23557971|29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,FLT1,2321,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FLT3,2322,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FLT3L,14256,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FLT4,2324,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FLVCR1,28982,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FLVCR2,55640,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FLYWCH1,84256,Homo sapiens,9606,34973136
13463-67-7,titanium dioxide,C009495,13463-67-7,FLYWCH1,84256,Mus musculus,10090,29128614|29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FMN1,342184,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FMN2,56776,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FMNL1,752,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FMNL2,114793,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FMNL3,91010,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FMO1,2326,Mus musculus,10090,23557971|29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,FMO2,2327,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,FMO2,2327,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,FMO3,2328,Mus musculus,10090,23557971|27760801
13463-67-7,titanium dioxide,C009495,13463-67-7,FMO3,2328,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,FMO5,2330,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FMOD,2331,Mus musculus,10090,23557971|29264374|29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,FMR1,2332,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FMR1NB,158521,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,FN1,2335,Homo sapiens,9606,19695317|22342292
13463-67-7,titanium dioxide,C009495,13463-67-7,FN1,2335,Mus musculus,10090,23557971|29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FN3K,64122,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,FN3K,64122,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,FNBP1,23048,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FNBP1L,54874,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FND3C2,331491,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FNDC1,84624,Mus musculus,10090,23557971|27760801
13463-67-7,titanium dioxide,C009495,13463-67-7,FNDC10,643988,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FNDC3A,22862,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FNDC4,64838,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FNDC5,252995,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,FNDC9,408263,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,FNIP1,96459,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FNIP2,57600,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,FOLR1,2348,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOS,2353,Homo sapiens,9606,19695317|30098274|34973136
13463-67-7,titanium dioxide,C009495,13463-67-7,FOS,2353,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOS,2353,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,FOSB,2354,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOSL1,8061,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOSL2,2355,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXA1,3169,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXA2,3170,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXA3,3171,Mus musculus,10090,29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXB1,27023,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXB2,442425,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXC1,2296,Mus musculus,10090,23557971|29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXC2,2303,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXD1,2297,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXD2,2306,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXD3,27022,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXD4,2298,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXE1,2304,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXE3,2301,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXF1,2294,Mus musculus,10090,17656681|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXF1,2294,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXF2,2295,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXG1,2290,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXH1,8928,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXI3,344167,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXJ1,2302,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXJ2,55810,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXK2,3607,Mus musculus,10090,17656681|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXL1,2300,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXL2,668,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXL2OS,768252,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXM1,2305,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXN2,3344,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXN3,1112,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXN4,121643,Mus musculus,10090,23131501|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXN4,121643,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXO1,2308,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXO3,2309,Mus musculus,10090,29128614|29264374|29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXO4,4303,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXO6,100132074,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXP1,27086,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXP2,93986,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXP3,50943,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXP4,116113,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXQ1,94234,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXR1,283150,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FOXRED2,80020,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FPGS,2356,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FPGT,8790,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FPR1,2357,Mus musculus,10090,23557971|27760801|29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,FPR2,2358,Mus musculus,10090,23557971|29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,FPR3,2359,Mus musculus,10090,29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,FPR-RS6,321020,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FRAS1,80144,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,FRAS1,80144,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,FRAT1,10023,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FRAT2,23401,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FREM1,158326,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,FREM3,166752,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FRMD3,257019,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FRMD4A,55691,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FRMD4B,23150,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FRMD5,84978,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FRMD6,122786,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FRMD7,90167,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FRMPD1,22844,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,FRMPD4,9758,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FRS2,10818,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FRS3,10817,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FRYL,285527,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FRZB,2487,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FSCN1,6624,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FSCN2,25794,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,FSHB,2488,Rattus norvegicus,10116,28844848
13463-67-7,titanium dioxide,C009495,13463-67-7,FSHR,2492,Mus musculus,10090,29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,FSIP1,161835,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,FST,10468,Mus musculus,10090,27760801|29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FSTL3,10272,Mus musculus,10090,27760801|29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FSTL4,23105,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FSTL4,23105,Rattus norvegicus,10116,30012374
13463-67-7,titanium dioxide,C009495,13463-67-7,FTH1,2495,Mus musculus,10090,23557971|27760801|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FTHL17A,71996,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,FTHL17F,434729,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FTMT,94033,Homo sapiens,9606,34973136
13463-67-7,titanium dioxide,C009495,13463-67-7,FTO,79068,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FUBP1,8880,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FUBP3,8939,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FUCA1,2517,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FUOM,282969,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,FURIN,5045,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FUS,2521,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FUT1,2523,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,FUT11,170384,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FUT4,2526,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FUT4-PS1,14346,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,FUT7,2529,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FUT8,2530,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FUT9,10690,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FUZ,80199,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FXN,2395,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FXR1,8087,Mus musculus,10090,17656681|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FXR2,9513,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FXYD1,5348,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FXYD3,5349,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FXYD4,53828,Mus musculus,10090,23557971|27760801|29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,FXYD5,53827,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,FYB1,2533,Mus musculus,10090,23557971|27760801
13463-67-7,titanium dioxide,C009495,13463-67-7,FYB2,199920,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FYCO1,79443,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FYN,2534,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FYTTD1,84248,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FZD1,8321,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FZD10,11211,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FZD2,2535,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FZD3,7976,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FZD4,8322,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FZD5,7855,Mus musculus,10090,29128614|29264374|29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FZD6,8323,Mus musculus,10090,29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,FZD7,8324,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FZD8,8325,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FZD9,8326,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,FZR1,51343,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,G0S2,50486,Mus musculus,10090,31298478
13463-67-7,titanium dioxide,C009495,13463-67-7,G2E3,55632,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,G3BP1,10146,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,G3BP2,9908,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,G6PC1,2538,Mus musculus,10090,29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,G6PD,2539,Homo sapiens,9606,23825117|34973136
13463-67-7,titanium dioxide,C009495,13463-67-7,G6PD2,14380,Mus musculus,10090,29264374
13463-67-7,titanium dioxide,C009495,13463-67-7,G6PDX,14381,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,GAA,2548,Mus musculus,10090,29264374|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,GAB1,2549,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,GAB2,9846,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,GABARAP,11337,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,GABARAPL1,23710,Mus musculus,10090,23557971|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,GABARAPL2,11345,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,GABBR1,2550,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,GABPA,2551,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,GABPB1,2553,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,GABPB2,126626,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,GABRA2,2555,Mus musculus,10090,29264374|29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,GABRA3,2556,Mus musculus,10090,23557971
13463-67-7,titanium dioxide,C009495,13463-67-7,GABRA4,2557,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,GABRA5,2558,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,GABRB1,2560,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,GABRB2,2561,Mus musculus,10090,29950665
13463-67-7,titanium dioxide,C009495,13463-67-7,GABRB3,2562,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,GABRD,2563,Mus musculus,10090,29950665|35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,GABRE,2564,Mus musculus,10090,35295148
13463-67-7,titanium dioxide,C009495,13463-67-7,GABRG2,2566,Mus musculus,10090,29264374
