# Input,GeneSymbol,GoTermID
serpinc1,SERPINC1,"GO:0002438, GO:0007596, GO:0007155, GO:0071391, GO:0051298, GO:0007595, GO:0007052, GO:0010951, GO:0071539, GO:0030193, GO:0007584, GO:0007224"
serpine1,SERPINE1,"GO:0001525, GO:1904045, GO:1904385, GO:0071318, GO:0071320, GO:0071321, GO:0071409, GO:0071549, GO:0044344, GO:0071372, GO:0071377, GO:0071333, GO:0071258, GO:0071363, GO:0070301, GO:0071456, GO:0032869, GO:0071347, GO:1904637, GO:1990830, GO:0071222, GO:0071404, GO:0071260, GO:0071248, GO:1990090, GO:0071316, GO:0036120, GO:0035865, GO:1905835, GO:1904639, GO:0071560, GO:0071466, GO:0046697, GO:0050829, GO:0097187, GO:0008585, GO:0042730, GO:0045576, GO:0030195, GO:0033629, GO:0030336, GO:0010951, GO:2000352, GO:1902042, GO:0051918, GO:0010629, GO:0010757, GO:2000098, GO:0014912, GO:0061044, GO:0061045, GO:0001890, GO:0045766, GO:0030194, GO:0090280, GO:0050820, GO:0032967, GO:0045893, GO:1905043, GO:0048146, GO:0010628, GO:0050729, GO:0032757, GO:0051549, GO:0035491, GO:0090026, GO:1901331, GO:0048260, GO:0045765, GO:0042127, GO:0010469, GO:0090399, GO:0034097, GO:0070849, GO:0043627, GO:0055093, GO:0034616, GO:0032496, GO:0031667, GO:0000302, GO:0042594, GO:0071559, GO:0042246"
serping1,SERPING1,"GO:0008015, GO:0007596, GO:0006958, GO:0042730, GO:0045087, GO:0001869, GO:0010951"
serpinh1,SERPINH1,"GO:0003433, GO:0032964, GO:0030199, GO:0010951, GO:0051604, GO:0006986"
sesn2,SESN2,"GO:0032147, GO:0098869, GO:0034198, GO:0071230, GO:0042149, GO:0071233, GO:1990253, GO:0034599, GO:0030330, GO:0006635, GO:0042593, GO:0046323, GO:0032042, GO:0007005, GO:0030308, GO:1904262, GO:1902010, GO:1904504, GO:0016239, GO:0051897, GO:1900182, GO:1904263, GO:0072659, GO:0072593, GO:0006111, GO:0001932, GO:1901031, GO:1903432, GO:0009749, GO:0032868, GO:0038203, GO:0070328"
set,SET,"GO:0006260, GO:0045892, GO:0043524, GO:0006334, GO:0006337, GO:0007165"
setd2,SETD2,"GO:0001525, GO:0035441, GO:0006325, GO:0060977, GO:0051607, GO:0048701, GO:0048568, GO:0060669, GO:0035987, GO:0030900, GO:0048332, GO:0032259, GO:1902850, GO:0006298, GO:0001763, GO:0001843, GO:0034728, GO:0018023, GO:0060039, GO:0010508, GO:0032727, GO:0045778, GO:0032465, GO:0006355, GO:0010569, GO:0010468, GO:0010793, GO:1905634, GO:0043279, GO:0010038, GO:0034340, GO:0048864, GO:0048863, GO:0006368, GO:0001570"
sfpq,SFPQ,"GO:0002218, GO:0000380, GO:0007420, GO:0006974, GO:0021955, GO:0006338, GO:0051276, GO:0098963, GO:0000724, GO:0048859, GO:0045087, GO:0021547, GO:0006397, GO:0043066, GO:0048681, GO:0042754, GO:0045892, GO:0000122, GO:1902177, GO:0045876, GO:0045944, GO:0051726, GO:0042752, GO:0006355, GO:0050684, GO:0021654, GO:0048511, GO:0008380, GO:0021522, GO:0021591"
sfrp1,SFRP1,"GO:0030036, GO:0009952, GO:0030509, GO:0060346, GO:0060070, GO:0030154, GO:0071773, GO:0071392, GO:0071391, GO:0044344, GO:0071363, GO:0071504, GO:0071456, GO:0071347, GO:0071380, GO:0009267, GO:0071560, GO:0071356, GO:0071305, GO:0071481, GO:0090246, GO:0046546, GO:0048546, GO:0071542, GO:0009950, GO:0097191, GO:0008585, GO:0007186, GO:0002244, GO:0060218, GO:0030097, GO:0008584, GO:0060766, GO:0043066, GO:0045578, GO:0030514, GO:0046851, GO:0090090, GO:0030308, GO:0030336, GO:0008285, GO:0045892, GO:0050680, GO:0010719, GO:2000270, GO:0048147, GO:0010629, GO:0046676, GO:0043508, GO:0030279, GO:0045668, GO:0033689, GO:0045671, GO:0050732, GO:0030178, GO:0014034, GO:0001843, GO:0021915, GO:0035567, GO:0001649, GO:0030316, GO:0043065, GO:0090263, GO:0030307, GO:0001954, GO:0008284, GO:0045893, GO:0050679, GO:2001238, GO:1902043, GO:0045600, GO:2000271, GO:0051894, GO:2000052, GO:0045880, GO:0051496, GO:1904692, GO:0030177, GO:0060527, GO:0045765, GO:0060687, GO:0010564, GO:0090175, GO:1904956, GO:0010975, GO:0030278, GO:0009410, GO:0035019, GO:0001756, GO:0044345, GO:0034446, GO:0036268, GO:0001657, GO:0016055, GO:0090244, GO:0060071"
sfrp4,SFRP4,"GO:0060349, GO:0060070, GO:0030154, GO:0046697, GO:0007565, GO:0007186, GO:0060056, GO:0090090, GO:0008285, GO:0043433, GO:0046329, GO:2000051, GO:2000119, GO:0030178, GO:0035567, GO:0055062, GO:0043065, GO:0090263, GO:0045606, GO:0010628, GO:1902174, GO:0002092, GO:0030510, GO:0032355, GO:0051384, GO:0009725, GO:0043434, GO:0016055"
sftpb,SFTPB,"GO:0009887, GO:0071260, GO:0071732, GO:0007623, GO:0006629, GO:0007585, GO:0051591, GO:0071548, GO:0070849, GO:0051384, GO:0009749, GO:0070848, GO:0055093, GO:0001666, GO:0070741, GO:0044321, GO:0032496, GO:1904016, GO:0033189, GO:0006665, GO:0043129"
sgcz,SGCZ,"GO:0048738, GO:0060047, GO:0061024, GO:0046716, GO:0055001"
sgo1,SGO1,"GO:0008608, GO:0051301, GO:0010457, GO:0007059, GO:0048877, GO:0045132, GO:0071962, GO:0008016, GO:0003406"
sh2b3,SH2B3,"GO:1990869, GO:0036016, GO:0035162, GO:0048821, GO:0060218, GO:0030097, GO:0035556, GO:0035855, GO:0035702, GO:0008285, GO:0070100, GO:1900235, GO:0043409, GO:0090331, GO:0051898, GO:0046426, GO:1904893, GO:0060761, GO:1903671, GO:0001780, GO:0045589, GO:0007165, GO:0038163, GO:0007169"
sigmar1,SIGMAR1,"GO:0038003, GO:0006869, GO:0007399, GO:0070207, GO:0043457, GO:0043523, GO:0150052, GO:1905897, GO:0009611, GO:0046548, GO:0036269"
sim1,SIM1,"GO:0008150, GO:0030154, GO:0007399, GO:0006355, GO:0006357, GO:0048731, GO:0001657"
sirt4,SIRT4,"GO:0006974, GO:0071456, GO:0009267, GO:0008340, GO:0006541, GO:0007005, GO:0010667, GO:0046322, GO:0046676, GO:1903217, GO:0034983, GO:0046889, GO:0000820, GO:1904182, GO:0072350"
six1,SIX1,"GO:0048856, GO:0048513, GO:0035909, GO:0006915, GO:0001658, GO:1905243, GO:0090103, GO:0048701, GO:0048704, GO:0086100, GO:0030855, GO:0021610, GO:0061197, GO:0010467, GO:0048699, GO:0048839, GO:0042472, GO:0001822, GO:0072198, GO:0072172, GO:0072075, GO:0042474, GO:0051451, GO:0051450, GO:0061055, GO:0043066, GO:0043524, GO:0000122, GO:0014033, GO:0022008, GO:0048665, GO:0007219, GO:0030910, GO:0001759, GO:0071599, GO:0003151, GO:0007389, GO:0060037, GO:0090190, GO:0090336, GO:0045893, GO:2000729, GO:2000288, GO:0072513, GO:0045944, GO:0072107, GO:0034504, GO:0072095, GO:0006355, GO:0050678, GO:0010468, GO:0045664, GO:0032880, GO:2001014, GO:0014857, GO:0014842, GO:0008582, GO:0006357, GO:0007605, GO:0048741, GO:0007519, GO:0048705, GO:0007382, GO:0048538, GO:0030878, GO:0043586, GO:0061551, GO:0001657, GO:0072193"
six2,SIX2,"GO:0009653, GO:0009948, GO:0016477, GO:0008283, GO:0002062, GO:0072137, GO:0048701, GO:0048557, GO:0048704, GO:0030855, GO:0001822, GO:0072161, GO:0072038, GO:0097168, GO:0003337, GO:0007501, GO:0001656, GO:0042474, GO:0030857, GO:0072006, GO:0072028, GO:1902732, GO:0045944, GO:0048793, GO:0006606, GO:0090189, GO:0032330, GO:0006355, GO:0030278, GO:0006357"
skil,SKIL,"GO:0001825, GO:0030154, GO:0008625, GO:0008630, GO:0070306, GO:0002260, GO:0030514, GO:0045596, GO:0000122, GO:0030512, GO:0050772, GO:1902043, GO:1902231, GO:0051726, GO:0046677, GO:0034097, GO:0070848, GO:0007519, GO:0007283, GO:0007179"
slc10a7,SLC10A7,"GO:0015721, GO:0060348, GO:0030282, GO:0051216, GO:0006874, GO:0034436, GO:0048193, GO:0030210, GO:0006811, GO:0006814, GO:0055085"
slc12a2,SLC12A2,"GO:0072488, GO:0060444, GO:0030644, GO:0030007, GO:1990869, GO:0071222, GO:0035865, GO:0006883, GO:0006884, GO:0055064, GO:1902476, GO:0006821, GO:0050910, GO:0043583, GO:0007214, GO:0006972, GO:0042472, GO:0098658, GO:0098659, GO:0035633, GO:0060763, GO:0006811, GO:0035264, GO:0061044, GO:1904450, GO:0045795, GO:0055075, GO:1990573, GO:0006813, GO:1904464, GO:0150003, GO:0055078, GO:0098719, GO:0035725, GO:0006814, GO:0048798, GO:0010818, GO:0070634, GO:0030321, GO:0055085, GO:0150104"
slc13a4,SLC13A4,"GO:0098656, GO:0006811, GO:0035725, GO:0006814, GO:1902358, GO:0055085"
slc16a1,SLC16A1,"GO:0051780, GO:1905039, GO:0007098, GO:0042593, GO:0035873, GO:0006629, GO:0015728, GO:0015718, GO:0035879, GO:1902600, GO:0042867, GO:1901475, GO:0050796, GO:0032094, GO:0071422, GO:0055085, GO:0150104"
slc1a2,SLC1A2,"GO:0015800, GO:0030534, GO:0071314, GO:0051716, GO:0007268, GO:1903712, GO:0070779, GO:0006835, GO:0006750, GO:1902475, GO:0140009, GO:0070778, GO:0098712, GO:0015813, GO:0098656, GO:0006811, GO:0035264, GO:0007399, GO:0098810, GO:0006836, GO:0046326, GO:0070207, GO:0006508, GO:0043200, GO:0009416, GO:0009611, GO:0009410, GO:0021537, GO:0070633, GO:0150104, GO:0007632"
slc22a3,SLC22A3,"GO:1990748, GO:0015872, GO:0090494, GO:0048241, GO:0051625, GO:0051649, GO:0001692, GO:0051608, GO:0051615, GO:0015844, GO:0006811, GO:0015718, GO:0006836, GO:0015874, GO:0051620, GO:0015711, GO:0015695, GO:0015850, GO:0072530, GO:0015697, GO:0032098, GO:0006837, GO:0051610, GO:1903711, GO:0015848, GO:0055085, GO:0150104, GO:0042908"
slc22a5,SLC22A5,"GO:0007512, GO:0009437, GO:1902603, GO:0015879, GO:0051649, GO:0006783, GO:0097421, GO:0007626, GO:0007005, GO:0060731, GO:0015697, GO:1902270, GO:1900749, GO:0048608, GO:0009609, GO:0034612, GO:0034341, GO:0070715, GO:0006814, GO:0055085, GO:0150104, GO:1990961"
slc22a8,SLC22A8,"GO:0034635, GO:0015698, GO:0006811, GO:0015711, GO:0015732, GO:0015697, GO:0009636, GO:0055085, GO:0150104, GO:0042908"
slc25a29,SLC25A29,"GO:1902616, GO:0006865, GO:1903826, GO:0089709, GO:1903401, GO:1990575, GO:0015822, GO:0055085"
slc27a2,SLC27A2,"GO:0006699, GO:0001561, GO:0006635, GO:0033540, GO:0006631, GO:0015908, GO:0046949, GO:0044539, GO:0001676, GO:0097089, GO:0042760, GO:0000038"
slc2a1,SLC2A1,"GO:0071474, GO:0042149, GO:0071260, GO:0007417, GO:0021987, GO:0070837, GO:0007565, GO:0015756, GO:0046323, GO:0098708, GO:1904659, GO:0019852, GO:0015911, GO:0015749, GO:0045494, GO:0065003, GO:0001666, GO:0032868, GO:1904016, GO:0055085, GO:0150104, GO:0042908"
slc2a4,SLC2A4,"GO:0010021, GO:0050873, GO:0005975, GO:0071456, GO:0032869, GO:0071470, GO:0071356, GO:0042593, GO:0046323, GO:0044381, GO:1904659, GO:0007611, GO:0007616, GO:0015749, GO:0031550, GO:0098694, GO:0045471, GO:0007614, GO:0055085, GO:0150104, GO:0070343"
slc30a10,SLC30A10,"GO:0030026, GO:1904385, GO:0006882, GO:0010312, GO:0007173, GO:0140048, GO:0055071, GO:0006828, GO:0006812, GO:0070374, GO:0055085, GO:0062111, GO:0071577"
slc30a4,SLC30A4,"GO:0007595, GO:0006812, GO:0009636, GO:0033189, GO:0010043, GO:0055085, GO:0140882, GO:0140916, GO:0071577, GO:0006829"
slc31a1,SLC31A1,"GO:0001525, GO:0006878, GO:0072719, GO:0071391, GO:0015677, GO:0098705, GO:0035434, GO:0006825, GO:0051649, GO:0046167, GO:0006071, GO:0042539, GO:0006811, GO:0016310, GO:0015679, GO:0051259, GO:0046688, GO:1902601, GO:0055085, GO:0006641, GO:0036324, GO:0042908"
slc39a1,SLC39A1,"GO:0048701, GO:0001701, GO:0060173, GO:0030001, GO:0006812, GO:0006811, GO:0032793, GO:0045944, GO:0051289, GO:0055085, GO:0071577, GO:0006829"
slc39a14,SLC39A14,"GO:0015701, GO:0070574, GO:0030003, GO:0071333, GO:0032869, GO:0006882, GO:0002062, GO:0006094, GO:0098739, GO:0098662, GO:0008286, GO:0033212, GO:0034755, GO:0006826, GO:0055071, GO:0071421, GO:0030001, GO:0098656, GO:0006811, GO:0045745, GO:0010817, GO:0055085, GO:0071578, GO:0071577, GO:0006829"
slc39a4,SLC39A4,"GO:0015701, GO:0008150, GO:0030003, GO:0034224, GO:0006882, GO:0030001, GO:0006811, GO:0055085, GO:0071578, GO:0071577, GO:0006829"
slc40a1,SLC40A1,"GO:0006915, GO:0030282, GO:0006879, GO:0035162, GO:0003158, GO:0051649, GO:0042541, GO:1903988, GO:0034755, GO:0006826, GO:0002260, GO:0006811, GO:0060586, GO:0043066, GO:0043362, GO:0045944, GO:0046688, GO:0010039, GO:0048536, GO:0060345, GO:0006366, GO:0055085"
slc47a1,SLC47A1,"GO:0042886, GO:0089718, GO:1902475, GO:0097638, GO:1903826, GO:0098655, GO:0006812, GO:0015695, GO:1902600, GO:0015847, GO:0071934, GO:0055085, GO:1990961, GO:0006855, GO:0042908"
slc6a3,SLC6A3,"GO:0021984, GO:0050890, GO:0042416, GO:0042420, GO:0015872, GO:0090494, GO:0051583, GO:1990384, GO:0007595, GO:0007626, GO:0015844, GO:0006836, GO:0001504, GO:0015874, GO:0051620, GO:0040018, GO:0060134, GO:0042053, GO:0051591, GO:0042220, GO:0045471, GO:0010039, GO:0035094, GO:0009410, GO:0007608, GO:0035725, GO:0055085"
slc7a9,SLC7A9,"GO:0003333, GO:0006865, GO:1990822, GO:1902475, GO:0015811, GO:0015804, GO:0048793, GO:0065003, GO:0055085"
slco1a1,SLCO1A1,"GO:0006811, GO:0015711, GO:0035634, GO:0033574, GO:0055085"
slpi,SLPI,"GO:0019731, GO:0006955, GO:0045087, GO:0035821, GO:0010466, GO:0032091, GO:0045071, GO:0032496"
smad3,SMAD3,"GO:0032924, GO:0030325, GO:0009653, GO:0006915, GO:0097190, GO:0030509, GO:0045216, GO:0030154, GO:0008283, GO:0071333, GO:0071560, GO:0098586, GO:0048589, GO:0010172, GO:0048701, GO:0048617, GO:0009880, GO:0007492, GO:0097191, GO:0007369, GO:0001702, GO:0001947, GO:0006955, GO:0002520, GO:0001701, GO:0007254, GO:0070306, GO:0001889, GO:0000165, GO:0001707, GO:0043066, GO:1903243, GO:0045596, GO:0030308, GO:0008285, GO:0051481, GO:0045599, GO:0010629, GO:0050728, GO:0061767, GO:1902894, GO:0030279, GO:0045668, GO:0033689, GO:0042177, GO:0000122, GO:0061045, GO:0038092, GO:0002076, GO:0001649, GO:0048340, GO:0060039, GO:0010694, GO:0030501, GO:0090263, GO:0030335, GO:0032332, GO:0051091, GO:0045893, GO:0010718, GO:1901203, GO:0051894, GO:0010628, GO:0032731, GO:1902895, GO:0045429, GO:0050927, GO:0042307, GO:0060391, GO:0051496, GO:0045944, GO:0032916, GO:0031053, GO:0050821, GO:0051098, GO:0006355, GO:0050678, GO:0050776, GO:1902893, GO:0051881, GO:0016202, GO:0006357, GO:0032909, GO:0017015, GO:0001836, GO:1990776, GO:0001666, GO:0071559, GO:0023019, GO:0001501, GO:0060395, GO:0001756, GO:0042110, GO:0030878, GO:0060290, GO:0007179, GO:0061450, GO:0001657, GO:0042060"
smad5,SMAD5,"GO:0009653, GO:0001525, GO:0048514, GO:0030509, GO:0060348, GO:0003161, GO:0060048, GO:0051216, GO:0030154, GO:0006879, GO:0048262, GO:0007368, GO:0048264, GO:0060030, GO:0009953, GO:0003143, GO:0009880, GO:0030218, GO:0007281, GO:0001947, GO:0001945, GO:0001880, GO:0043066, GO:1902045, GO:0010629, GO:0000122, GO:0001503, GO:0001649, GO:0002051, GO:0043049, GO:0060037, GO:0045893, GO:0045669, GO:0045944, GO:0036342, GO:0048922, GO:0048919, GO:0006468, GO:0031099, GO:0030510, GO:0006355, GO:0030278, GO:0006357, GO:0060021, GO:0007165, GO:0060395, GO:0048863, GO:0007179, GO:0001657"
smad7,SMAD7,"GO:0034333, GO:0009653, GO:0048844, GO:0003401, GO:1904886, GO:0030509, GO:0030154, GO:1990830, GO:0071560, GO:0001702, GO:0035556, GO:0032926, GO:0030514, GO:0030336, GO:1902731, GO:0045892, GO:0010719, GO:0030279, GO:0033137, GO:0010801, GO:0031397, GO:0060392, GO:0002725, GO:2000320, GO:2000317, GO:0010944, GO:0000122, GO:0030512, GO:0051444, GO:0022409, GO:2000049, GO:1903043, GO:0032436, GO:0032984, GO:0031503, GO:0050821, GO:0055117, GO:0006355, GO:0010717, GO:0006357, GO:0017015, GO:0060373, GO:0034616, GO:0060395, GO:0007179, GO:0001657, GO:0055010, GO:0060412"
smo,SMO,"GO:0021984, GO:0007193, GO:0071929, GO:0035479, GO:0048099, GO:0009952, GO:0006915, GO:0060844, GO:0048143, GO:0060413, GO:0048846, GO:0007411, GO:0007350, GO:0001746, GO:0003231, GO:0010002, GO:0051216, GO:0035143, GO:0048468, GO:0001708, GO:0008283, GO:0007166, GO:0071397, GO:0007417, GO:0021953, GO:0021696, GO:0021587, GO:0021987, GO:0071679, GO:0001745, GO:0060242, GO:0021542, GO:0003140, GO:0007368, GO:0048589, GO:0021536, GO:0048565, GO:0071542, GO:0035912, GO:0021904, GO:0009953, GO:0031076, GO:0048557, GO:0048702, GO:0048568, GO:0009880, GO:0048703, GO:0060956, GO:0031018, GO:0035270, GO:0030855, GO:0050673, GO:0060684, GO:0072175, GO:0031017, GO:0007455, GO:0021561, GO:0021508, GO:0030707, GO:0030900, GO:0021798, GO:0048853, GO:0010467, GO:0021782, GO:0007186, GO:0021986, GO:0001942, GO:0031069, GO:0001947, GO:0003007, GO:0030902, GO:0048873, GO:0007476, GO:0048839, GO:0042472, GO:0001701, GO:0070986, GO:0060644, GO:0060231, GO:0072285, GO:0007494, GO:0002385, GO:0035264, GO:0042693, GO:0007517, GO:0051451, GO:0030239, GO:0043066, GO:0043392, GO:0045892, GO:0030857, GO:2000134, GO:0010629, GO:0051799, GO:2000346, GO:0043524, GO:0001933, GO:0000122, GO:0007399, GO:0014033, GO:0001755, GO:0001839, GO:0060896, GO:0007405, GO:0030182, GO:0048663, GO:0031102, GO:0042475, GO:0014003, GO:0001503, GO:0001649, GO:0032474, GO:0031016, GO:0061113, GO:0007389, GO:0010508, GO:0090190, GO:0030335, GO:0008284, GO:0045893, GO:0050679, GO:0010628, GO:2000491, GO:0002053, GO:0040018, GO:2000179, GO:0002052, GO:0046622, GO:0042307, GO:1903078, GO:0045880, GO:0045944, GO:1904754, GO:0006606, GO:0034504, GO:0050821, GO:0006508, GO:0043113, GO:0042981, GO:0010468, GO:2000826, GO:0032879, GO:0007346, GO:1904672, GO:2000736, GO:1902140, GO:0060041, GO:0031290, GO:0007367, GO:0048752, GO:0007165, GO:0048741, GO:0007224, GO:0048745, GO:0021523, GO:0035019, GO:0061053, GO:0007283, GO:0021513, GO:0021520, GO:0021522, GO:0055002, GO:0048794, GO:0048795, GO:0021537, GO:0021794, GO:0009888, GO:0003323, GO:0001570, GO:0007371, GO:0048100, GO:0016055"
snai1,SNAI1,"GO:0003180, GO:0060070, GO:0060536, GO:0010631, GO:0001837, GO:0003198, GO:0031069, GO:0070828, GO:0060972, GO:0007498, GO:0001707, GO:0045786, GO:0060806, GO:0043518, GO:0045892, GO:1902230, GO:0000122, GO:0010957, GO:0007219, GO:0001649, GO:0030335, GO:0045893, GO:0010718, GO:2000810, GO:0006355, GO:0006357, GO:0060021, GO:0060707"
snca,SNCA,"GO:0008344, GO:1990000, GO:0048148, GO:0071280, GO:0071872, GO:0044344, GO:0034599, GO:0007268, GO:0042416, GO:0042417, GO:0051583, GO:0060079, GO:0006631, GO:0060291, GO:0061024, GO:0001774, GO:0042775, GO:0007006, GO:0043066, GO:1904715, GO:0045963, GO:0051585, GO:0045920, GO:0031115, GO:1902957, GO:0032769, GO:0043524, GO:0051622, GO:0010642, GO:0006469, GO:0001933, GO:0051612, GO:0070495, GO:0000122, GO:0032410, GO:0051402, GO:0007269, GO:0006638, GO:0006644, GO:0043065, GO:0045807, GO:0045921, GO:1903284, GO:1903285, GO:0050729, GO:0060732, GO:0001956, GO:0033138, GO:1904377, GO:0071902, GO:0001921, GO:0051281, GO:0035543, GO:0050806, GO:0051259, GO:0031648, GO:0051262, GO:0031623, GO:0050812, GO:0014059, GO:0014048, GO:0040012, GO:0048169, GO:0043030, GO:0070507, GO:0048168, GO:0046928, GO:0051621, GO:0010517, GO:1905606, GO:1903426, GO:2000377, GO:1903421, GO:0022898, GO:0042220, GO:1904307, GO:0070555, GO:0010040, GO:0032496, GO:0032026, GO:0034341, GO:0009410, GO:0035493, GO:0097435, GO:0050808, GO:0001963, GO:0048488, GO:0016079, GO:0016082, GO:0048489"
snx18,SNX18,"GO:0051301, GO:0036089, GO:0006897, GO:0016197, GO:0000278, GO:0000281, GO:0097320, GO:2000786, GO:0043547, GO:0015031"
socs1,SOCS1,"GO:0031100, GO:0071230, GO:0071345, GO:0071222, GO:1905229, GO:0071346, GO:0035924, GO:0019221, GO:0035162, GO:0045444, GO:0035556, GO:0030225, GO:0043377, GO:1904898, GO:0046627, GO:0046426, GO:0009968, GO:0060336, GO:0042532, GO:0046854, GO:0043372, GO:2000271, GO:0045591, GO:2000406, GO:0016567, GO:0007259, GO:0001817, GO:0051896, GO:0001932, GO:0046425, GO:0042509, GO:0034097, GO:0036017, GO:0032355, GO:0032868, GO:0032496, GO:0043434, GO:0032570, GO:0009410, GO:0060042"
socs3,SOCS3,"GO:0031100, GO:0060670, GO:0030154, GO:0097398, GO:1990830, GO:1905229, GO:0071346, GO:0035556, GO:0043066, GO:0050728, GO:0046627, GO:0046426, GO:0009968, GO:0042532, GO:0046854, GO:0060674, GO:0045597, GO:0016567, GO:0007259, GO:0001932, GO:0009617, GO:0034097, GO:0032355, GO:0032094, GO:0010332, GO:0051384, GO:0009725, GO:0001666, GO:0032868, GO:0032496, GO:0043434, GO:0032570, GO:0009410, GO:0007165, GO:0072540"
sod1,SOD1,"GO:0099610, GO:0008089, GO:0006915, GO:0060088, GO:0006879, GO:0071318, GO:0071276, GO:0034599, GO:0035865, GO:0008340, GO:0035234, GO:0007566, GO:0010467, GO:0006749, GO:0060047, GO:0050665, GO:0007626, GO:0046716, GO:0002262, GO:0043066, GO:0045541, GO:0051093, GO:0050728, GO:0043524, GO:2000242, GO:0060052, GO:0019228, GO:0070050, GO:0001541, GO:0032287, GO:0001890, GO:0043065, GO:0043085, GO:0001819, GO:0043410, GO:1901526, GO:1902177, GO:0050766, GO:0032930, GO:0072593, GO:0008217, GO:0043087, GO:0051881, GO:0040014, GO:0046620, GO:0045859, GO:0048167, GO:0033081, GO:0060087, GO:0019430, GO:0001975, GO:0097332, GO:0048678, GO:0034465, GO:0046688, GO:0045471, GO:0009408, GO:0042542, GO:0010038, GO:0051597, GO:0031667, GO:0006979, GO:0000302, GO:0000303, GO:0009410, GO:0001895, GO:0008090, GO:0007605, GO:0007283, GO:0042554, GO:0006801, GO:0048538, GO:0019226"
sod2,SOD2,"GO:0003069, GO:0008637, GO:0032364, GO:0071361, GO:0034599, GO:0003032, GO:0008340, GO:0048773, GO:0006749, GO:0007507, GO:0003007, GO:0030097, GO:0050665, GO:0042743, GO:0045087, GO:0008630, GO:0008631, GO:0001889, GO:0007626, GO:0007005, GO:0060586, GO:0043066, GO:0008285, GO:0045599, GO:0048147, GO:1902631, GO:0043524, GO:1902176, GO:1904706, GO:0048666, GO:0001780, GO:0038001, GO:0030335, GO:0010729, GO:1901526, GO:0045429, GO:1905461, GO:1905932, GO:0009791, GO:0051289, GO:0072593, GO:0008217, GO:0050790, GO:0035206, GO:0019222, GO:0051881, GO:0048167, GO:0006357, GO:0001836, GO:0019430, GO:0022904, GO:0014823, GO:0048678, GO:0046686, GO:0051602, GO:0010332, GO:0042542, GO:0055093, GO:0001666, GO:0035902, GO:0035900, GO:0033591, GO:0032496, GO:0071000, GO:0010042, GO:0051597, GO:0031667, GO:0006979, GO:0000302, GO:0010269, GO:0034021, GO:0000303, GO:0009410, GO:0010043, GO:0042554, GO:0006801, GO:0042311"
sod3,SOD3,"GO:0097746, GO:0019430, GO:0046688, GO:0001666, GO:0006979, GO:0006801, GO:0009650"
sord,SORD,"GO:0030317, GO:0046370, GO:0006006, GO:0019640, GO:0051160, GO:0051164, GO:0046686, GO:0046688, GO:0009725, GO:0031667, GO:0009410, GO:0006062, GO:0006060"
sorl1,SORL1,"GO:1990845, GO:0016477, GO:0002024, GO:0006897, GO:0099638, GO:0038020, GO:1902430, GO:1902992, GO:0030514, GO:1902997, GO:0050768, GO:0031333, GO:0010897, GO:0007218, GO:1904179, GO:1902955, GO:2001137, GO:1902953, GO:1900168, GO:0046628, GO:0045732, GO:0070863, GO:1902966, GO:0006892, GO:0034067, GO:0051604, GO:0045053, GO:0006605, GO:0006622, GO:0006898, GO:0014910, GO:0042147"
sort1,SORT1,"GO:0006897, GO:0008333, GO:0032509, GO:0008625, GO:0046323, GO:0006895, GO:0090160, GO:0007186, GO:0006886, GO:0099558, GO:0014902, GO:0045599, GO:0051005, GO:0038180, GO:0007218, GO:0048011, GO:0001503, GO:0048227, GO:1904037, GO:0006622, GO:0010468, GO:0032868, GO:0016050"
